COMPANY NAME,BRANCH/LOCATION NAME,STATE,REGION,WAN/INTERNET CLIENT,BANDWIDTH SUBSCRIPTION (Mbps),CUSTOMER STATUS,CLIENT
Raysoftware,Magistrate Court Ebute Metta  ,Lagos,South West,INTERNET,10,Active,Corporate
Raysoftware,Magistrate Court  Tinubu Square ,Lagos,South West,INTERNET,10,Active,Corporate
Raysoftware,Magistrate Court  Surulere 1,Lagos,South West,INTERNET,5,Active,Corporate
Raysoftware,Magistrate Court  Surulere 2,Lagos,South West,INTERNET,5,Active,Corporate
R28,R28 Ilubirin,Lagos,South West,INTERNET,40,Disconnected,Corporate
R28,R28 Shagamu,Ogun,South West,INTERNET,10,Active,Corporate
RCCG,RCCG White House,Lagos,South West,INTERNET,5,Active,Corporate
Reliance Chemicals,Reliance Chemicals Apapa,Lagos,South West,INTERNET,5,Active,Corporate
Royal Parklane Hotel,Royal Parklane Akure,Ondo,South West,INTERNET,10,Active,Corporate
Sagar,Sagar Lagos,Lagos,South West,INTERNET,3,Active,Corporate
SDMA,SDMA Mubi,Adamawa,North East,INTERNET,2,Active,Corporate
SDMA,SDMA Ashaka Cement,Gombe,North East,INTERNET,45,Active,Corporate
SDMA,SDMA Kaduna,Kaduna,North West,INTERNET,2,Active,Corporate
SDMA,SDMA Oregun,Lagos,South West,INTERNET,3,Active,Corporate
SDMA,SDMA Ifo,Lagos,South West,INTERNET,50,Active,Corporate
SDMA,SDMA Ijebu Ode,Ogun,South West,INTERNET,2,Active,Corporate
SDMA,SDMA Oshogbo,Osun,South West,INTERNET,2,Active,Corporate
SDMA,SDMA Ibadan,Oyo,South West,INTERNET,2,Disconnected,Corporate
SDMA,SDMA Jos,Plateau,North Central,INTERNET,2,Active,Corporate
Simbanet,Simbanet PH,Rivers,South South,INTERNET,5,Disconnected,Corporate
Simbanet,Simbanet Shagamu,Ogun,South West,INTERNET,20,Disconnected,Corporate
Simbanet,Simbanet Lekki,Lagos,South South,INTERNET,100,Active,Corporate
Simbanet,Simbanet Shagamu,Ogun,South West,INTERNET,100,Active,Corporate
SIMS,SIMS Abuja,Abuja,North Central,INTERNET,3,Active,Corporate
SIMS,SIMS VI,Lagos,South West,INTERNET,8,Disconnected,Corporate
Sims,Sims Allen,Lagos,South West,INTERNET,6,Active,Corporate
SIMS,SIMS PH,Rivers,South South,INTERNET,2,Active,Corporate
Skystar Global Solutions Limited,Celebration TV Auchi,Edo,South South,INTERNET,10,Disconnected,Corporate
Skystar Global Solutions Limited,Celebration TV Auchi,Edo,South South,INTERNET,30,Active,Corporate
SpecsTech,Uzondu MFB Awka,Anambra,South East,INTERNET,5,Active,Corporate
SpecsTech,EBSU MFB Abakaliki,Ebonyi,South East,INTERNET,1,Active,Corporate
SpecsTech,CoalCamp MFB Enugu,Enugu,South East,INTERNET,2,Active,Corporate
SpecsTech,Specstech Club Enugu,Enugu,South East,INTERNET,1,Disconnected,Corporate
SpecTech,specstech College RD Enugu,Enugu,South East,INTERNET,5,Active,Corporate
Specstech Club Oha,Specstech Club Oha Enugu,Enugu,South East,INTERNET,5,Active,Corporate
SpecsTech,Specstech -Ohha MFB Aba,Abia,South East,INTERNET,2,Active,Corporate
SpecsTech,SpecsTech -Emene,Enugu,South East,INTERNET,2,Active,Corporate
SpecsTech,Specstech Africa solution -Destiny MFB Enugu -Ezike ,Enugu,South East,INTERNET,2,Active,Corporate
SpecsTech,Zik Avenue ,Enugu,South East,INTERNET,7,Active,Corporate
SpecsTech,KENECHUKWU_MFB,Enugu,South East,INTERNET,8,Active,Corporate
SpecsTech,UNN_NSK (UNN MFB),Enugu,South East,INTERNET,12,Active,Corporate
SpecsTech,MINT MFB PH,Rivers,South South,INTERNET,4,Active,Corporate
Speed of Light Communications,Speed of Light Benin,Edo,South South,INTERNET,10,Active,Corporate
Swifttalk HQ,Swifttalk Ilupeju,Lagos,South West,INTERNET,155,Active,Corporate
Starbest Hotel Umuahia,Starbest Hotel Umuahia,Abia,South East,INTERNET,2,Active,Corporate
Starlion Group,Starlion Group Ibadan,Ibadan,South West,INTERNET,3,Active,Corporate
Starlion Group,Hyundia Motors,Enugu,South East,INTERNET,3,Active,Corporate
Starlion Group,Orile,Lagos,South West,INTERNET,5,Active,Corporate
Starlion Group Gbagada Nissan,Gbagada Nissan Lagos,Lagos,South West,INTERNET,5,Active,Corporate
STATNET SYSTEMS LIMITED,Statnet Ekiti,Ekiti,South West,INTERNET,10,Active,Corporate
Tansian University ,Tansian University  Umunya,Anambra,South East,INTERNET,20,Active,Corporate
Tansian University ,Tansian University  Oba,Anambra,South East,INTERNET,20,Active,Corporate
Teleware Technologies,Teleware Technologies Aba,Abia,South East,INTERNET,20,Disconnected,Corporate
Telnet,Telnet NNPC,Abuja,North Central,WAN,8,Active,Corporate
Telnet,Stanbic IBTC Umuahia,Abia,South East,WAN,4,Active,Corporate
Telnet,Telnet Aba Cemetery,Abia,South East,WAN,6,Active,Corporate
Telnet,Stanbic IBTC Pension Awka,Anambra,South East,WAN,4,Active,Corporate
Telnet,Telnet Ogidi Access,Anambra,South East,WAN,6,Active,Corporate
Telnet,Stanbic IBTC Makurdi,Benue,North Central,WAN,4,Active,Corporate
Telnet,Stanbic IBTC Maiduguri,Borno,North East,WAN,4,Active,Corporate
Telnet,Stanbic IBTC Bank Calabar,CrossRiver,South South,WAN,4,Active,Corporate
Telnet,Telnet Access Ekenwa Benin,Edo,South South,WAN,6,Active,Corporate
Telnet,Telnet Acess bank Agbani,Enugu,South East,WAN,10,Active,Corporate
Telnet,"Telnet Acess bank Orlu road,Owerri",Imo,South East,WAN,8,Active,Corporate
Telnet,Stanbic IBTC Kano,Kano,North West,WAN,4,Active,Corporate
Telnet,Telnet VI Damole street,Lagos,South West,WAN,10,Active,Corporate
Telnet,Stanbic IBTC Oshogbo,Osun,South West,WAN,4,Active,Corporate
Telnet,Telnet (Access Bank) Ikoku PH,Rivers,South South,WAN,6,Active,Corporate
Telnet,Telnet Aba Rd PH,Rivers,South South,WAN,6,Active,Corporate
Telnet,Telnet Ikwerre Rd (Access Bank) PH,Rivers,South South,WAN,6,Active,Corporate
Telnet,Access bank Telnet Dugbe,Ibadan,South West,WAN,6,Active,Corporate
Telnet,Telnet Aba Rd (INEC) PH,Rivers,South South,WAN,20,Active,Corporate
Telnet,Stanbic IBTC Pension Sokoto,Sokoto,North West,WAN,4,Active,Corporate
Telnet,Access Bank  Calabar,Cross River,South South,WAN,6,Active,Corporate
Telnet,Access Bank Uyo,Akwa Ibom,South South,WAN,6,Active,Corporate
Telnet,Naze  Owerri,Imo,South East,WAN,6,Active,Corporate
Telnet ,Telnet – Agbani 2 Enugu ,Enugu,South East,WAN,10,Active,Corporate
Telnet,"Access Bank Ugwuruta , PH      ",Rivers,South South,WAN,6,Active,Corporate
Timeless net ,Timeless net  Benin,Edo,South South,INTERNET,100,Active,Corporate
Timeless net ,Timeless net  PH,Rivers,South South,INTERNET,80,Active,Corporate
Torrent Tech,Torrent Tech Calabar,CrossRiver,South South,INTERNET,20,Active,Corporate
Torrent Tech,Torrent Tech Ogbele PH,Rivers,South South,INTERNET,10,Active,Corporate
Torrent Tech ,Torrent Tech PH Geoplex,Rivers,South South,INTERNET,10,Active,Corporate
Torrent Tech ,Torrent Tech PH Techdaer,Rivers,South South,INTERNET,10,Active,Corporate
Torrent Tech ,Torrent Tech Akwa Ibom,Akwa Ibom,South South,INTERNET,10,Active,Corporate
Total Quality,Total Quality Ilorin,Kwara,North Central,INTERNET,6,Active,Corporate
Total Quality,Total Quality VI,Lagos,South West,INTERNET,30,Active,Corporate
Total Quality,Total Quality VI  2,Lagos,South West,INTERNET,10,Active,Corporate
TOFA,TOFA MFB,Kano,North West,INTERNET,5,Disconnected,Corporate
TOFA,TOFA Lekki,Lagos,South West,INTERNET,4,Disconnected,Corporate
Tranter-IT,Tranter-IT HQ Ilupeju,Lagos,South West,INTERNET,100,Active,Corporate
Umenyi House,Umenyi House Awka,Anambra,South East,INTERNET,1,Active,Corporate
Union Bank,Union Bank ATM PHCN,Abuja,North Central,WAN,1,Active,Corporate
Union Bank,Union Bank Ademola Abuja,Abuja,North Central,WAN,2,Active,Corporate
Union Bank,Union Bank Maitama,Abuja,North Central,WAN,2,Active,Corporate
Union Bank,Union Bank Deidei,Abuja,North Central,WAN,4,Active,Corporate
Union Bank,Union Bank Mubi,Adamawa,North East,WAN,2,Active,Corporate
Union Bank,Union Bank Uyo,Akwaibom,South South,WAN,4,Active,Corporate
Union Bank,Union Bank Amawbia,Anambra,South East,WAN,2,Active,Corporate
Union Bank,Union Bank Atani,Anambra,South East,WAN,4,Active,Corporate
Union Bank,Union Bank Okoh,Anambra,South East,WAN,2,Active,Corporate
Union Bank,Union Bank New Market Road Onitsha,Anambra,South East,WAN,4,Active,Corporate
Union Bank,Union Bank Niger Bridge Head,Anambra,South East,WAN,4,Active,Corporate
Union Bank,Union Bank Maidugri,Borno,North East,WAN,2,Active,Corporate
Union Bank,Union Bank Ozoro Delta,Delta,South South,WAN,1,Active,Corporate
Union Bank,Union Bank Refinery Warri,Delta,South South,WAN,2,Active,Corporate
Union Bank,Union Bank Airport Road Warri,Delta,South South,WAN,4,Active,Corporate
Union Bank,Union Bank Effurun Warri,Delta,South South,WAN,4,Active,Corporate
Union Bank,Union Bank Ogwashi-Uku,Delta,South South,WAN,4,Active,Corporate
Union Bank,Union Bank Igueben,Edo,South South,WAN,2,Active,Corporate
Union Bank,Union Bank Ugbowo,Edo,South South,WAN,4,Active,Corporate
Union Bank,Union Bank Fajuyi,Ekiti,South West,WAN,10,Active,Corporate
Union Bank,Union Bank Okpara Avenue,Enugu,South East,WAN,10,Active,Corporate
Union Bank,UnionBank Bajoga,Gombe,North East,WAN,2,Active,Corporate
Union Bank,UnionBank Alaba Owerri,Imo,South East,WAN,2,Active,Corporate
Union Bank,UnionBank Okigwe,Imo,South East,WAN,4,Active,Corporate
Union Bank,Union Bank J7,Kaduna,North West,WAN,1,Active,Corporate
Union Bank,Union Bank Ahmadu Bello Way,Kaduna,North West,WAN,2,Active,Corporate
Union Bank,Union Bank Kwoi Kaduna,Kaduna,North West,WAN,4,Active,Corporate
Union Bank,Union Bank Teller Implant,Kano,North West,WAN,1,Active,Corporate
Union Bank,Union Bank kurmi market,Kano,North West,WAN,2,Active,Corporate
Union Bank,UnionBank Kantikwari,Kano,North West,WAN,4,Active,Corporate
Union Bank,Union Bank Funtua Kastina,Kastina,North West,WAN,2,Active,Corporate
Union Bank,Union Bank Jibia,Kastina,North West,WAN,2,Active,Corporate
Union Bank,Union Bank Bagudo Kebbi,Kebbi,North West,WAN,2,Active,Corporate
Union Bank,Union Bank Kabba,Kogi,North Central,WAN,2,Active,Corporate
Union Bank,UnionBank Idah,Kogi,North Central,WAN,2,Active,Corporate
Union Bank,UnionBank IBB Way Lokoja,Kogi,North Central,WAN,4,Active,Corporate
Union Bank,Union Bank Surulere,Lagos,South West,WAN,1,Active,Corporate
Union Bank,Union Bank Teller Implant Ikeja,Lagos,South West,WAN,1,Active,Corporate
Union Bank,UnionBank Sango Ota,Lagos,South West,WAN,1,Active,Corporate
Union Bank,Union Bank Allen,Lagos,South West,WAN,2,Active,Corporate
Union Bank,Union Bank Badagry,Lagos,South West,WAN,2,Active,Corporate
Union Bank,Union Bank Broadstreet,Lagos,South West,WAN,2,Active,Corporate
Union Bank,Union Bank Idimu,Lagos,South West,WAN,2,Active,Corporate
Union Bank,Union Bank Ladipo,Lagos,South West,WAN,5,Active,Corporate
Union Bank,Union Bank LASU,Lagos,South West,WAN,4,Active,Corporate
Union Bank,Union Bank Ojomu Eputu-Awoyaya,Lagos,South West,WAN,2,Active,Corporate
Union Bank,Union Bank Ojuelegba,Lagos,South West,WAN,2,Active,Corporate
Union Bank,Union Bank Okokomaiko,Lagos,South West,WAN,2,Active,Corporate
Union Bank,Union Bank Oshodi,Lagos,South West,WAN,2,Active,Corporate
Union Bank,UnionBank IkotunEgbe,Lagos,South West,WAN,2,Active,Corporate
Union Bank,UnionBank Lewis,Lagos,South West,WAN,2,Active,Corporate
Union Bank,UnionBank Ogudu,Lagos,South West,WAN,2,Active,Corporate
Union Bank,Union Bank Idi-Araba,Lagos,South West,WAN,2,Disconnected,Corporate
Union Bank,UnionBank Fadeyi,Lagos,South West,WAN,4,Active,Corporate
Union Bank,UnionBank Ketu,Lagos,South West,WAN,4,Active,Corporate
Union Bank,Union Bank Lagos HQ,Lagos,South West,WAN,100,Active,Corporate
Union Bank,Union Bank Karu,Nassarawa,North Central,WAN,4,Active,Corporate
Union Bank,Union Bank FUTMINNA,Niger,North Central,WAN,2,Active,Corporate
Union Bank,Union Bank Minna,Niger,North Central,WAN,4,Active,Corporate
Union Bank,Union Bank Babcock,Ogun,South West,WAN,2,Active,Corporate
Union Bank,Union Bank Ijebu-ode,Ogun,South West,WAN,4,Active,Corporate
Union Bank,Union Bank Shagamu,Ogun,South West,WAN,4,Active,Corporate
Union Bank,UnionBank Iluntuntun,Ondo,South West,WAN,3,Active,Corporate
Union Bank,UnionBank Challenge,Oyo,South West,WAN,4,Active,Corporate
Union Bank,UnionBank Iwo Rd,Oyo,South West,WAN,4,Active,Corporate
Union Bank,UnionBank Bank road Ibadan,Oyo,South West,WAN,10,Active,Corporate
Union Bank,Union Bank Mangu,Plateau,North Central,WAN,2,Active,Corporate
Union Bank,Union Bank Main Market Jos,Plateau,North Central,WAN,4,Active,Corporate
Union Bank,Union bank Aba Rd Ph,Rivers,South South,WAN,2,Active,Corporate
Union Bank,Union Bank Onne NAFCON Ph,Rivers,South South,WAN,2,Active,Corporate
Union Bank,UnionBank Kingsway Rd PH,Rivers,South South,WAN,4,Active,Corporate
Union Bank,Union Bank Gashua,Yobe,North East,WAN,2,Disconnected,Corporate
Union Bank ATM,Union Bank ATM Auchi,Edo,South South,WAN,1,Active,Corporate
Union Bank,Union Bank Zik Avenue Enugu ,Enugu,South East,WAN,4,Active,Corporate
Union Bank,Union Bank Hadejia ,Jigawa,North West,WAN,4,Active,Corporate
Union Bank ,  Union Bank Lafia  ,Nassarawa,North Central,WAN,4,Active,Corporate
UPS,UPS Benin,Edo,South South,INTERNET,2,Active,Corporate
UPS,UPS Enugu,Enugu,South East,INTERNET,2,Active,Corporate
UPS,UPS Kaduna,Kaduna,North West,INTERNET,3,Active,Corporate
UPS,UPS VI,Lagos,South West,INTERNET,2,Active,Corporate
UPS,UPS Ilupeju,Lagos,South West,INTERNET,4,Active,Corporate
UPS,UPS-PHC,Rivers,South South,INTERNET,4,Active,Corporate
VCIT,VCIT Katsina,Katsina,North West,INTERNET,10,Active,Corporate
VCIT,VCIT Zamfara,Zamfara,North West,INTERNET,20,Active,Corporate
VEC,VEC Gbagada,Lagos,South West,INTERNET,10,Active,Corporate
Verse Consulting,Verse Calabar,CrossRiver,South South,INTERNET,5,Active,Corporate
Verse Consulting,Verse Consulting Sokoto,Sokoto,North West,INTERNET,20,Active,Corporate
WAKANOW ,Wakanow Aasaba ,Delta,South South,INTERNET,5,Active,Corporate
Wema Bank,Wema Bank Aba,Abia,South East,WAN,5,Active,Corporate
Wema Bank,WemaBank Lugbe,Abuja,North Central,WAN,6,Active,Corporate
Wema Bank,Wema Bank Yenagoa,Bayelsa,South South,WAN,6,Active,Corporate
Wema Bank,Wema Bank Calabar,CrossRiver,South South,WAN,5,Active,Corporate
Wema Bank,Wema Bank Asaba,Delta,South South,WAN,6,Active,Corporate
Wema Bank,Wema Bank Enugu,Enugu,South East,WAN,4,Active,Corporate
Wema Bank,Wema Bank Kano,Kano,North West,WAN,6,Active,Corporate
Wema Bank,Wema Bank Oke-arin,Lagos,South West,WAN,2,Active,Corporate
Wema Bank,Wema Bank Broadstreet,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,Wema Bank Commercial Road Apapa,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,Wema Bank Igbosere,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,Wema Bank Ijora,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,WemaBank Airport Hotel Ikeja,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,WemaBank Allen,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,WemaBank Badagry,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,WemaBank Egbeda,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,WemaBank Ijede,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,WemaBank Okokomaiko,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,Wema Bank Ajao,Lagos,South West,WAN,6,Active,Corporate
Wema Bank,Wema Bank Oyingbo,Lagos,South West,WAN,6,Active,Corporate
Wema Bank,WemaBank Oshodi,Lagos,South West,WAN,6,Active,Corporate
Wema Bank,Wema Bank Hq,Lagos,South West,WAN,100,Active,Corporate
Wema Bank,Wema Bank Minna,Niger,North Central,WAN,6,Active,Corporate
Wema Bank,Wema Bank OOU,Ogun,South West,WAN,5,Active,Corporate
Wema Bank,Wema Oke-ilewo,Ogun,South West,WAN,6,Active,Corporate
Wema Bank,WemaBank Ijebu-ode,Ogun,South West,WAN,6,Active,Corporate
Wema Bank,WemaBank Iperu,Ogun,South West,WAN,6,Active,Corporate
Wema Bank,Wema Bank Futa Akure,Ondo,South West,WAN,6,Active,Corporate
Wema Bank,Wema Bank OAU Ife,Osun,South West,WAN,6,Active,Corporate
Wema Bank,Wema Bank Secretariat,Oyo,South West,WAN,6,Active,Corporate
Wema Bank,Wema bank PH,Rivers,South South,WAN,6,Active,Corporate
Wema Bank,"
Wema  Sango Ibadan",Oyo,South West,WAN,5,Active,Corporate
Wema Bank,WEMA KAM Ilorin,Kwara,North Central,WAN,1,Active,Corporate
WEMA Bank,Wema Dopemu,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,Wema Ago-Iwoye,Ogun,South West,WAN,5,Active,Corporate
Wema Bank,WEMA  Obayemi Ado-Ekiti ,Ekiti,South West,WAN,1,Active,Corporate
Wema Bank,Wema First Artilery Old Aba Road    ,Rivers,South South,WAN,5,Active,Corporate
Wema Bank,Wema Lagos (BACK UP) Medallion to Ogombo  ,Lagos,South West,WAN,200,Active,Corporate
Wema Bank,Wema Bank Bauchi,Bauchi,North East,WAN,5,Active,Corporate
Wema Bank,Wema Mission Road Benin,Edo,South South,WAN,5,Active,Corporate
Wema Bank,Wema Bank Maryland,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,Wema Gwarimpa Abuja,Abuja,North Central,WAN,5,Active,Corporate
Wema Bank,Wema Oshogbo,Lagos,South West,WAN,5,Active,Corporate
Wema Bank,Wema  LASMALL,Rivers,Soth South,WAN,1,Active,Corporate
WestBlue,WestBlue DTC,Ekiti,South West,INTERNET,20,Active,Corporate
WestBlue Backup,WestBlue Adoekiti,Ekiti,South West,INTERNET,10,Active,Corporate
Catrin Systems,MilitaryBase Ojuelegba,Lagos,South West,INTERNET,2,Active,Retail
Chika Chukwudi Home,Chika Chukwudi Asaba Home,Delta,South South,INTERNET,2,Active,Retail
Church of The Living,Church of The Living Ikotun,Lagos,South West,INTERNET,5,Active,Retail
David Sugarboy,David Sugar Boy (Austin Home) Benin,Delta,South South,INTERNET,2,Active,Retail
Dolly Hills Hotel,Dolly Hills Hotel Onitsha,Anambra,South East,INTERNET,3,Active,Retail
Eagle Heights Int. Schools,Eagle Height Int Schools Warri,Delta,South South,INTERNET,2,Active,Retail
Edulyn School,Edulyn School Warri,Delta,South South,INTERNET,5,Active,Retail
Elijah Faith Church,Elijah Faith Church,Lagos,South West,INTERNET,3,Disconnected,Retail
Jomax progress Home,joxmas@progress House Asaba,Delta,South South,INTERNET,2,Active,Retail
Kelvin Home,Kelvin Home Asaba,Delta,South South,INTERNET,2,Active,Retail
Lagos Presbyterian Church,Lagos Presbyterian Church Yaba,Lagos,South West,INTERNET,10,Active,Retail
Melanin House,Melanin House Opebi,Lagos,South West,INTERNET,3,Disconnected,Retail
Nwanze ,Nwanze House Asaba,Delta,South South,INTERNET,2,Active,Retail
Rhema Deliverance Church,Rhema Church Agbara,Ogun,South West,INTERNET,5,Active,Retail
Roddenberry,Roddenberry GRA,Lagos,South West,INTERNET,1,Active,Retail
St Jacob Hotel,Jacob Hotel Akure,Ondo,South West,INTERNET,10,Active,Retail
Target Systems,Target System Ikeja,Lagos,South West,INTERNET,2,Active,Retail
Toye House,Toye House Somolu,Lagos,South West,INTERNET,5,Active,Retail
Word of Life,Word of Life Warri,Delta,South South,INTERNET,15,Active,Retail
Zytoon School,Zytoon Ikorodu,Lagos,South West,INTERNET,10,Disconnected,Retail
